13:00:11.095	Thr0	0	
13:00:11.112	Thr0	0	
13:00:11.129	Thr0	0	
13:00:11.162	Thr0	0	
13:00:11.197	Thr0	0	
13:00:11.212	Thr0	0	
13:00:11.244	Thr0	0	
13:00:11.287	Thr0	0	
13:00:11.317	Thr0	0	
13:00:11.330	Thr0	0	
13:00:11.347	Thr0	0	
13:00:11.368	Thr0	0	
13:00:11.408	Thr0	0	
13:00:11.428	Thr0	0	
13:00:11.447	Thr0	0	
13:00:11.462	Thr0	0	
13:00:11.487	Thr0	0	
13:00:11.507	Thr0	0	
13:00:11.537	Thr0	0	
13:00:11.559	Thr0	0	
13:00:11.578	Thr0	0	
13:00:11.597	Thr0	0	
13:00:11.628	Thr0	0	
13:00:11.647	Thr0	0	
13:00:11.677	Thr0	0	
13:00:11.687	Thr0	0	
13:00:11.711	Thr0	0	
13:00:11.749	Thr0	0	
13:00:11.767	Thr0	0	
13:00:11.787	Thr0	0	
13:00:11.808	Thr0	0	
13:00:11.817	Thr0	0	
13:00:11.837	Thr0	0	
13:00:11.857	Thr0	0	
13:00:11.888	Thr0	0	
13:00:11.900	Thr0	0	
13:00:11.927	Thr0	0	
13:00:11.957	Thr0	0	
13:00:11.977	Thr0	0	
13:00:11.999	Thr0	0	
13:00:12.017	Thr0	0	
13:00:12.028	Thr0	0	
13:00:12.048	Thr0	0	
13:00:12.067	Thr0	0	
13:00:12.097	Thr0	0	
13:00:12.117	Thr0	0	
13:00:12.137	Thr0	0	
13:00:12.157	Thr0	0	
13:00:12.178	Thr0	0	
13:00:12.197	Thr0	0	
13:00:12.219	Thr0	0	
13:00:12.247	Thr0	0	
13:00:12.268	Thr0	0	
13:00:12.287	Thr0	0	
13:00:12.297	Thr0	0	
13:00:12.317	Thr0	0	
13:00:12.337	Thr0	0	
13:00:12.361	Thr0	0	
13:00:12.387	Thr0	0	
13:00:12.408	Thr0	0	
13:00:12.437	Thr0	0	
13:00:12.467	Thr0	0	
13:00:12.488	Thr0	0	
13:00:12.498	Thr0	0	
13:00:12.517	Thr0	0	
13:00:12.537	Thr0	0	
13:00:12.558	Thr0	0	
13:00:12.588	Thr0	0	
13:00:12.608	Thr0	0	
13:00:12.627	Thr0	0	
13:00:12.637	Thr0	0	
13:00:12.667	Thr0	0	
13:00:12.697	Thr0	0	
13:00:12.707	Thr0	0	
13:00:12.728	Thr0	0	
13:00:12.757	Thr0	0	
13:00:12.778	Thr0	0	
13:00:12.787	Thr0	0	
13:00:12.809	Thr0	0	
13:00:12.827	Thr0	0	
13:00:12.858	Thr0	0	
13:00:12.877	Thr0	0	
13:00:12.897	Thr0	0	
13:00:12.927	Thr0	0	
13:00:12.947	Thr0	0	
13:00:12.967	Thr0	0	
13:00:12.987	Thr0	0	
13:00:13.020	Thr0	0	
13:00:13.038	Thr0	0	
13:00:13.047	Thr0	0	
13:00:13.067	Thr0	0	
13:00:13.098	Thr0	0	
13:00:13.128	Thr0	0	
13:00:13.145	Thr0	0	
13:00:13.167	Thr0	0	
13:00:13.198	Thr0	0	
13:00:13.227	Thr0	0	
13:00:13.247	Thr0	0	
13:00:13.261	Thr0	0	
13:00:13.298	Thr0	0	
13:00:13.318	Thr0	0	
13:00:13.338	Thr0	0	
13:00:13.347	Thr0	0	
13:00:13.367	Thr0	0	
13:00:13.387	Thr0	0	
13:00:13.410	Thr0	0	
13:00:13.449	Thr0	0	
13:00:13.467	Thr0	0	
13:00:13.487	Thr0	0	
13:00:13.517	Thr0	0	
13:00:13.538	Thr0	0	
13:00:13.547	Thr0	0	
13:00:13.567	Thr0	0	
13:00:13.588	Thr0	0	
13:00:13.617	Thr0	0	
13:00:13.637	Thr0	0	
13:00:13.657	Thr0	0	
13:00:13.677	Thr0	0	
13:00:13.688	Thr0	0	
13:00:13.707	Thr0	0	
13:00:13.738	Thr0	0	
13:00:13.767	Thr0	0	
13:00:13.793	Thr0	0	
13:00:13.817	Thr0	0	
13:00:13.827	Thr0	0	
13:00:13.857	Thr0	0	
13:00:13.877	Thr0	0	
13:00:13.887	Thr0	0	
13:00:13.907	Thr0	0	
13:00:13.937	Thr0	0	
13:00:13.957	Thr0	0	
13:00:13.970	Thr0	0	
13:00:13.998	Thr0	0	
13:00:14.027	Thr0	0	
13:00:14.047	Thr0	0	
13:00:14.069	Thr0	0	
13:00:14.087	Thr0	0	
13:00:14.108	Thr0	0	
13:00:14.127	Thr0	0	
13:00:14.147	Thr0	0	
13:00:14.157	Thr0	0	
13:00:14.187	Thr0	0	
13:00:14.207	Thr0	0	
13:00:14.227	Thr0	0	
13:00:14.247	Thr0	106.337	
13:00:14.277	Thr0	107.494	
13:00:14.297	Thr0	106.337	
13:00:14.307	Thr0	107.48	
13:00:14.329	Thr0	107.933	
13:00:14.347	Thr0	107.667	
13:00:14.377	Thr0	107.228	
13:00:14.388	Thr0	106.337	
13:00:14.407	Thr0	106.337	
13:00:14.427	Thr0	107.228	
13:00:14.457	Thr0	107.228	
13:00:14.468	Thr0	107.228	
13:00:14.497	Thr0	107.228	
13:00:14.537	Thr0	107.228	
13:00:14.558	Thr0	107.228	
13:00:14.568	Thr0	107.228	
13:00:14.588	Thr0	107.228	
13:00:14.617	Thr0	107.228	
13:00:14.638	Thr0	107.228	
13:00:14.647	Thr0	106.337	
13:00:14.667	Thr0	106.337	
13:00:14.687	Thr0	105.32	
13:00:14.710	Thr0	105.32	
13:00:14.737	Thr0	107.228	
13:00:14.767	Thr0	107.667	
13:00:14.777	Thr0	107.228	
13:00:14.810	Thr0	106.337	
13:00:14.847	Thr0	104.885	
13:00:14.858	Thr0	105.32	
13:00:14.877	Thr0	104.885	
13:00:14.897	Thr0	104.001	
13:00:14.917	Thr0	104.001	
13:00:14.948	Thr0	104.001	
13:00:14.967	Thr0	102.591	
13:00:14.987	Thr0	101.748	
13:00:14.997	Thr0	103.187	
13:00:15.028	Thr0	103.187	
13:00:15.047	Thr0	104.001	
13:00:15.077	Thr0	104.885	
13:00:15.099	Thr0	106.024	
13:00:15.117	Thr0	104.885	
13:00:15.137	Thr0	106.024	
13:00:15.147	Thr0	104.001	
13:00:15.168	Thr0	104.885	
13:00:15.193	Thr0	104.885	
13:00:15.227	Thr0	104.885	
13:00:15.238	Thr0	104.885	
13:00:15.258	Thr0	104.885	
13:00:15.298	Thr0	104.885	
13:00:15.317	Thr0	104.885	
13:00:15.327	Thr0	106.024	
13:00:15.347	Thr0	107.228	
13:00:15.379	Thr0	107.667	
13:00:15.398	Thr0	107.667	
13:00:15.409	Thr0	107.667	
13:00:15.447	Thr0	107.933	
13:00:15.467	Thr0	107.667	
13:00:15.493	Thr0	107.933	
13:00:15.511	Thr0	107.531	
13:00:15.547	Thr0	107.228	
13:00:15.567	Thr0	107.228	
13:00:15.593	Thr0	107.228	
13:00:15.627	Thr0	107.228	
13:00:15.647	Thr0	106.024	
13:00:15.668	Thr0	104.885	
13:00:15.688	Thr0	106.024	
13:00:15.697	Thr0	104.885	
13:00:15.717	Thr0	104.885	
13:00:15.738	Thr0	106.024	
13:00:15.768	Thr0	103.948	
13:00:15.792	Thr0	102.591	
13:00:15.817	Thr0	101.682	
13:00:15.838	Thr0	101.226	
13:00:15.857	Thr0	101.095	
13:00:15.877	Thr0	100.618	
13:00:15.897	Thr0	101.095	
13:00:15.927	Thr0	101.095	
13:00:15.947	Thr0	101.095	
13:00:15.957	Thr0	101.591	
13:00:15.978	Thr0	102.591	
13:00:15.997	Thr0	101.591	
13:00:16.017	Thr0	101.591	
13:00:16.037	Thr0	103.948	
13:00:16.060	Thr0	102.591	
13:00:16.088	Thr0	102.591	
13:00:16.108	Thr0	101.591	
13:00:16.138	Thr0	101.095	
13:00:16.160	Thr0	101.591	
13:00:16.167	Thr0	101.591	
13:00:16.188	Thr0	102.591	
13:00:16.207	Thr0	102.591	
13:00:16.227	Thr0	101.591	
13:00:16.257	Thr0	101.887	
13:00:16.277	Thr0	102.591	
13:00:16.297	Thr0	101.887	
13:00:16.307	Thr0	101.431	
13:00:16.347	Thr0	101.431	
13:00:16.367	Thr0	101.095	
13:00:16.377	Thr0	101.887	
13:00:16.398	Thr0	102.591	
13:00:16.419	Thr0	103.32	
13:00:16.437	Thr0	102.591	
13:00:16.467	Thr0	101.431	
13:00:16.488	Thr0	100.86	
13:00:16.507	Thr0	100.618	
13:00:16.517	Thr0	100.423	
13:00:16.547	Thr0	100.618	
13:00:16.567	Thr0	101.095	
13:00:16.587	Thr0	101.431	
13:00:16.609	Thr0	101.887	
13:00:16.637	Thr0	103.32	
13:00:16.657	Thr0	103.32	
13:00:16.687	Thr0	102.591	
13:00:16.708	Thr0	102.591	
13:00:16.717	Thr0	101.887	
13:00:16.738	Thr0	101.887	
13:00:16.757	Thr0	101.431	
13:00:16.778	Thr0	101.431	
13:00:16.810	Thr0	101.095	
13:00:16.827	Thr0	101.431	
13:00:16.859	Thr0	102.591	
13:00:16.887	Thr0	101.887	
13:00:16.909	Thr0	101.431	
13:00:16.927	Thr0	102.591	
13:00:16.943	Thr0	103.32	
13:00:16.967	Thr0	102.591	
13:00:16.988	Thr0	101.887	
13:00:17.017	Thr0	101.431	
13:00:17.038	Thr0	101.431	
13:00:17.058	Thr0	101.887	
13:00:17.067	Thr0	101.431	
13:00:17.097	Thr0	100.901	
13:00:17.127	Thr0	100.618	
13:00:17.137	Thr0	100.423	
13:00:17.158	Thr0	98.7346	
13:00:17.190	Thr0	98.7346	
13:00:17.207	Thr0	98.7346	
13:00:17.217	Thr0	98.1005	
13:00:17.238	Thr0	97.1653	
13:00:17.257	Thr0	98.1005	
13:00:17.288	Thr0	97.1653	
13:00:17.307	Thr0	96.9252	
13:00:17.327	Thr0	97.1653	
13:00:17.347	Thr0	98.1005	
13:00:17.377	Thr0	98.1005	
13:00:17.397	Thr0	98.1005	
13:00:17.417	Thr0	98.1005	
13:00:17.447	Thr0	98.1005	
13:00:17.471	Thr0	98.1005	
13:00:17.477	Thr0	98.1005	
13:00:17.498	Thr0	98.1005	
13:00:17.518	Thr0	98.1005	
13:00:17.537	Thr0	98.1005	
13:00:17.558	Thr0	98.1005	
13:00:17.577	Thr0	98.1005	
13:00:17.598	Thr0	97.1653	
13:00:17.627	Thr0	98.1005	
13:00:17.658	Thr0	98.1005	
13:00:17.678	Thr0	98.1005	
13:00:17.693	Thr0	99.6433	
13:00:17.718	Thr0	99.8377	
13:00:17.737	Thr0	101.196	
13:00:17.757	Thr0	101.196	
13:00:17.777	Thr0	102.419	
13:00:17.797	Thr0	102.419	
13:00:17.818	Thr0	101.196	
13:00:17.842	Thr0	99.8377	
13:00:17.877	Thr0	101.196	
13:00:17.897	Thr0	99.8377	
13:00:17.917	Thr0	101.196	
13:00:17.948	Thr0	101.196	
13:00:17.967	Thr0	99.8377	
13:00:17.977	Thr0	99.8377	
13:00:17.999	Thr0	99.8377	
